NamedEntity-Miscellanies: CSU-Fraktion |frequenzy: 4016
NamedEntity-Miscellanies: hyperkeynesianische |frequenzy: 1
NamedEntity-Miscellanies: deutschen Familie |frequenzy: 1
NamedEntity-Miscellanies: Enthaltung“-Tür |frequenzy: 1
NamedEntity-Miscellanies: ICE-Neubaustrecken Hanau–Würzburg/Fulda |frequenzy: 1
NamedEntity-Miscellanies: Zuständigkeitswechsels  |frequenzy: 1
NamedEntity-Miscellanies: Ruanda und Srebrenica |frequenzy: 1
NamedEntity-Miscellanies: MK  |frequenzy: 1
NamedEntity-Miscellanies: Blood is dicker |frequenzy: 1
NamedEntity-Miscellanies: Jahr durfte ich |frequenzy: 1
NamedEntity-Miscellanies: Gesetzgebungsvorhaben |frequenzy: 1
NamedEntity-Miscellanies: Verkehrspolitikern |frequenzy: 1
NamedEntity-Miscellanies: NATO-Dokumenten |frequenzy: 1
NamedEntity-Miscellanies: Regierung Assad |frequenzy: 1
NamedEntity-Miscellanies: Ausschusssitzungssaal |frequenzy: 1
NamedEntity-Miscellanies: Mut für die Beschäftigten |frequenzy: 1
NamedEntity-Miscellanies: Personalmindeststandards |frequenzy: 1
NamedEntity-Miscellanies: reduzieren – Exakt |frequenzy: 1
NamedEntity-Miscellanies: Unsere Wasserqualität |frequenzy: 1
NamedEntity-Miscellanies: ‚Operation Olivenzweig |frequenzy: 1
NamedEntity-Miscellanies: Handwerksnovelle von  |frequenzy: 1
NamedEntity-Miscellanies: FDP-Fraktion Christian Lindner |frequenzy: 1
NamedEntity-Miscellanies: Grunddienst |frequenzy: 1
NamedEntity-Miscellanies: Umwegen  |frequenzy: 1
NamedEntity-Miscellanies: Kinn |frequenzy: 1
NamedEntity-Miscellanies: Ostdeutsche  |frequenzy: 1
NamedEntity-Miscellanies: Covid-19-Infektionen |frequenzy: 1
NamedEntity-Miscellanies: Auktion im Jahr 2010  |frequenzy: 1
NamedEntity-Miscellanies: Hamburgischen WeltWirtschaftsinstitutes |frequenzy: 1
NamedEntity-Miscellanies: Luft auflöst – |frequenzy: 1
NamedEntity-Miscellanies: Internationalen Raumstation |frequenzy: 1
NamedEntity-Miscellanies: Mautpflicht die Gefahr des Missbrauchs |frequenzy: 1
NamedEntity-Miscellanies: Schulungsveranstaltungen |frequenzy: 1
NamedEntity-Miscellanies: DGB-Projekts |frequenzy: 1
NamedEntity-Miscellanies: asiatisch-pazifische |frequenzy: 1
NamedEntity-Miscellanies: Stammtischen das Bild von dem Europa |frequenzy: 1
NamedEntity-Miscellanies: Big-Brother-Idee |frequenzy: 1
NamedEntity-Miscellanies: Medienholding MTVA |frequenzy: 1
NamedEntity-Miscellanies: Tag der deutschen Einheit |frequenzy: 1
NamedEntity-Miscellanies: Ägyptischer |frequenzy: 1
NamedEntity-Miscellanies: Meldedatum |frequenzy: 1
NamedEntity-Miscellanies: I  Front |frequenzy: 1
NamedEntity-Miscellanies: PTBS-Behandlungen |frequenzy: 1
NamedEntity-Miscellanies: UNHCR-Hochkommissars |frequenzy: 1
NamedEntity-Miscellanies: Better“-Projekt |frequenzy: 1
NamedEntity-Miscellanies: Grunderwerbsteuer  |frequenzy: 1
NamedEntity-Miscellanies: Strengmann-Kuhn  |frequenzy: 1
NamedEntity-Miscellanies: Dreisatzes |frequenzy: 1
NamedEntity-Miscellanies: CCS-Technologie |frequenzy: 1
NamedEntity-Miscellanies: de Gaulle |frequenzy: 1
NamedEntity-Miscellanies: auszuspielen –  |frequenzy: 1
NamedEntity-Miscellanies: Back on Track |frequenzy: 1
NamedEntity-Miscellanies: Standard EH 55 |frequenzy: 1
NamedEntity-Miscellanies: Jahr über die Strompreise |frequenzy: 1
NamedEntity-Miscellanies: irgendwelchen WhatsApp-Gruppen |frequenzy: 1
NamedEntity-Miscellanies: MINT-Möglichkeiten junger Leute |frequenzy: 1
NamedEntity-Miscellanies: Cum-Ex-Geschäften |frequenzy: 1
NamedEntity-Miscellanies: CSU-Polizeiaufgabengesetz |frequenzy: 1
NamedEntity-Miscellanies: Die Vereinbarte Debatte |frequenzy: 1
NamedEntity-Miscellanies: Mehr Auszubildende |frequenzy: 1
NamedEntity-Miscellanies: Jungwinzerinnen |frequenzy: 1
NamedEntity-Miscellanies: Rundum-Sorglos-Pakete |frequenzy: 1
NamedEntity-Miscellanies: Daseinsvorsorge der Bürger |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2017 Darüber |frequenzy: 1
NamedEntity-Miscellanies: Ansonsten freue ich mich |frequenzy: 1
NamedEntity-Miscellanies: Alleininterpret unserer Verfassung |frequenzy: 1
NamedEntity-Miscellanies: Regelsatzes– |frequenzy: 1
NamedEntity-Miscellanies: Geschlechterproporz Pickel |frequenzy: 1
NamedEntity-Miscellanies: Ordnung“-Rhetorik |frequenzy: 1
NamedEntity-Miscellanies: Exportschlager Bildungssystem |frequenzy: 1
NamedEntity-Miscellanies: Unzulässig–  |frequenzy: 1
NamedEntity-Miscellanies: Hybridmission |frequenzy: 1
NamedEntity-Miscellanies: hinsehen |frequenzy: 1
NamedEntity-Miscellanies: Bohne – Ja – Ich |frequenzy: 1
NamedEntity-Miscellanies: Schutzräume für Frauen |frequenzy: 1
NamedEntity-Miscellanies: Russland-Connection |frequenzy: 1
NamedEntity-Miscellanies: Jahr für Jahr 200 Millionen Euro |frequenzy: 1
NamedEntity-Miscellanies: Deskilling |frequenzy: 1
NamedEntity-Miscellanies: Helsinki-Schlussakte |frequenzy: 1
NamedEntity-Miscellanies: Kaffeeladen |frequenzy: 1
NamedEntity-Miscellanies: Wiesenweihe über den Rotmilan |frequenzy: 1
NamedEntity-Miscellanies: Uber |frequenzy: 1
NamedEntity-Miscellanies: Abrede  |frequenzy: 1
NamedEntity-Miscellanies: Samtenen Revolution  |frequenzy: 1
NamedEntity-Miscellanies: Sozialpolitikern |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Vermeidungskosten |frequenzy: 1
NamedEntity-Miscellanies: Jahr -Vizepräsident Wolfgang Kubicki |frequenzy: 1
NamedEntity-Miscellanies: Schwerpunkten der Digitalisierung |frequenzy: 1
NamedEntity-Miscellanies: Sturheit  |frequenzy: 1
NamedEntity-Miscellanies: sag dir |frequenzy: 1
NamedEntity-Miscellanies: Das muss Hand in Hand |frequenzy: 1
NamedEntity-Miscellanies: brasilianischer |frequenzy: 1
NamedEntity-Miscellanies: Gedöns |frequenzy: 1
NamedEntity-Miscellanies: Land der Wartemarken |frequenzy: 1
NamedEntity-Miscellanies: BMU  |frequenzy: 1
NamedEntity-Miscellanies: Bundesgleichstellungsgesetz Frauen und Männer |frequenzy: 1
NamedEntity-Miscellanies: EuGH Bei |frequenzy: 1
NamedEntity-Miscellanies: Großen Koalition des sehenden Verdrängens |frequenzy: 1
NamedEntity-Miscellanies: Abgas­skandals  |frequenzy: 1
NamedEntity-Miscellanies: Die Bereitschaft |frequenzy: 1
NamedEntity-Miscellanies: Teil des Nationalen Aktionsplans Integration dieser Bundesregierung |frequenzy: 1
NamedEntity-Miscellanies: Kinderhymne |frequenzy: 1
NamedEntity-Miscellanies: Sie Marktwirtschaftler |frequenzy: 1
NamedEntity-Miscellanies: blutigen Jahr 1980 |frequenzy: 1
NamedEntity-Miscellanies: Murmeltier – War |frequenzy: 1
NamedEntity-Miscellanies: PiS-Vorsitzende |frequenzy: 1
NamedEntity-Miscellanies: Fall NSU |frequenzy: 1
NamedEntity-Miscellanies: Start-up-Rettungsschirm |frequenzy: 1
NamedEntity-Miscellanies: Baukindergeldes:12 000 |frequenzy: 1
NamedEntity-Miscellanies: MINT-Vorbilder |frequenzy: 1
NamedEntity-Miscellanies: Die vier Jahre |frequenzy: 1
NamedEntity-Miscellanies: fünf Jahre schaut |frequenzy: 1
NamedEntity-Miscellanies: Was wir zurzeit am Horn von Afrika |frequenzy: 1
NamedEntity-Miscellanies: Ministerium im Aufbau |frequenzy: 1
NamedEntity-Miscellanies: Russia“-Hemden um junge Russen |frequenzy: 1
NamedEntity-Miscellanies: Nuklearkriegs |frequenzy: 1
NamedEntity-Miscellanies: Die Zahlen |frequenzy: 1
NamedEntity-Miscellanies: LTE 900 |frequenzy: 1
NamedEntity-Miscellanies: Kooperationsprozesse |frequenzy: 1
NamedEntity-Miscellanies: Sie Ihre Machtposition |frequenzy: 1
NamedEntity-Miscellanies: Covid-19-Infektionsketten |frequenzy: 1
NamedEntity-Miscellanies: SGB II da |frequenzy: 1
NamedEntity-Miscellanies: Sitzungsverlaufs |frequenzy: 1
NamedEntity-Miscellanies: vier Jahre zur Wahlurne |frequenzy: 1
NamedEntity-Miscellanies: Niederlage der UN |frequenzy: 1
NamedEntity-Miscellanies: Aktiv-Passiv-Transfer |frequenzy: 1
NamedEntity-Miscellanies: Not Tag und Nacht |frequenzy: 1
NamedEntity-Miscellanies: eingespart – |frequenzy: 1
NamedEntity-Miscellanies: Maklerlobby |frequenzy: 1
NamedEntity-Miscellanies: Mein Kollege Schulze |frequenzy: 1
NamedEntity-Miscellanies: Der Auftrag |frequenzy: 1
NamedEntity-Miscellanies: Wer gewerbsmäßig Leben oder Eigentum |frequenzy: 1
NamedEntity-Miscellanies: Ihre Schwesterpartei |frequenzy: 1
NamedEntity-Miscellanies: Ihren Teil |frequenzy: 1
NamedEntity-Miscellanies: SGB VIII! |frequenzy: 1
NamedEntity-Miscellanies: GreenTech-Branche |frequenzy: 1
NamedEntity-Miscellanies: Das weise ich mit aller Schärfe |frequenzy: 1
NamedEntity-Miscellanies: Dauerwellen-Lockdown |frequenzy: 1
NamedEntity-Miscellanies: Zitat:„Made in Germany |frequenzy: 1
NamedEntity-Miscellanies: Fahrstreifenreduktionsbeeinflussungsanlagen |frequenzy: 1
NamedEntity-Miscellanies: OK |frequenzy: 1
NamedEntity-Miscellanies: Bundeshaushaltes im Jahre  |frequenzy: 1
NamedEntity-Miscellanies: Mobilitätsangebote in Stadt und Land |frequenzy: 1
NamedEntity-Miscellanies: Abschottungsminister Seehofer |frequenzy: 1
NamedEntity-Miscellanies: Europaebene |frequenzy: 1
NamedEntity-Miscellanies: Menge Gesetzesvorhaben |frequenzy: 1
NamedEntity-Miscellanies: Ihr Parteitagsbeschluss vom Sonntag |frequenzy: 1
NamedEntity-Miscellanies: Rechtsschutz von Bürgerinnen und Bürgern |frequenzy: 1
NamedEntity-Miscellanies: Jahr 350  |frequenzy: 1
NamedEntity-Miscellanies: Ich bin Bergarbeiterkind |frequenzy: 1
NamedEntity-Miscellanies: Jahr 240  |frequenzy: 1
NamedEntity-Miscellanies: Crowd-Worker |frequenzy: 1
NamedEntity-Miscellanies: Posaunenchor  |frequenzy: 1
NamedEntity-Miscellanies: Wählerklientel |frequenzy: 1
NamedEntity-Miscellanies: Ein Spitzenverdiener |frequenzy: 1
NamedEntity-Miscellanies: Humboldt-Professuren |frequenzy: 1
NamedEntity-Miscellanies: wir im vergangenen Jahr |frequenzy: 1
NamedEntity-Miscellanies: Berufsfeld der Erzieherinnen |frequenzy: 1
NamedEntity-Miscellanies: BND-Gesetz  |frequenzy: 1
NamedEntity-Miscellanies: Projektgruppe 4 |frequenzy: 1
NamedEntity-Miscellanies: Bund in Sachen Bildung |frequenzy: 1
NamedEntity-Miscellanies: Kabel  |frequenzy: 1
NamedEntity-Miscellanies: Das halte ich schlichtweg |frequenzy: 1
NamedEntity-Miscellanies: Euro 80 Cent |frequenzy: 1
NamedEntity-Miscellanies: Sputnik V |frequenzy: 1
NamedEntity-Miscellanies: FDP-Hase |frequenzy: 1
NamedEntity-Miscellanies: Vertrag „Vertrag von Berlin |frequenzy: 1
NamedEntity-Miscellanies: Train the Trainers |frequenzy: 1
NamedEntity-Miscellanies: 11  Mai |frequenzy: 1
NamedEntity-Miscellanies: Ordnung – Mir |frequenzy: 1
NamedEntity-Miscellanies: sozialdienstähnlichen |frequenzy: 1
NamedEntity-Miscellanies: Hilfepakete von Bund |frequenzy: 1
NamedEntity-Miscellanies: AfD-Programm |frequenzy: 1
NamedEntity-Miscellanies: arbeiten – Ja |frequenzy: 1
NamedEntity-Miscellanies: Die Bemerkung der Frau |frequenzy: 1
NamedEntity-Miscellanies: GEWsetzt |frequenzy: 1
NamedEntity-Miscellanies: Cum |frequenzy: 1
NamedEntity-Miscellanies: Umsatzsteuer-Karusselle |frequenzy: 1
NamedEntity-Miscellanies: Familienstärkungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Attentats vom Breitscheidplatz |frequenzy: 1
NamedEntity-Miscellanies: IT zur Qualitätssicherung |frequenzy: 1
NamedEntity-Miscellanies: diversenBeratungsagenturen |frequenzy: 1
NamedEntity-Miscellanies: Zeit für Zukunftsinvestitionen |frequenzy: 1
NamedEntity-Miscellanies: x-ten Tat |frequenzy: 1
NamedEntity-Miscellanies: bayerische Franken |frequenzy: 1
NamedEntity-Miscellanies: NATO-Intervention |frequenzy: 1
NamedEntity-Miscellanies: Likes |frequenzy: 1
NamedEntity-Miscellanies: Die Kollegin Dr  Daniela De Ridder |frequenzy: 1
NamedEntity-Miscellanies: EU-Ratspräsidentschaft – wir  |frequenzy: 1
NamedEntity-Miscellanies: Herr Freier Folgendes |frequenzy: 1
NamedEntity-Miscellanies: Türkische Religionsbeamte |frequenzy: 1
NamedEntity-Miscellanies: Zeit den Einstieg |frequenzy: 1
NamedEntity-Miscellanies: 16-Seiten-Konvolut |frequenzy: 1
NamedEntity-Miscellanies: Akrobatik |frequenzy: 1
NamedEntity-Miscellanies: Zwei Jahre durfte ich mich |frequenzy: 1
NamedEntity-Miscellanies: nächsten Jahre? |frequenzy: 1
NamedEntity-Miscellanies: ‑Kredithilfen |frequenzy: 1
NamedEntity-Miscellanies: Gier! |frequenzy: 1
NamedEntity-Miscellanies: Weiterbildungsangeboten |frequenzy: 1
NamedEntity-Miscellanies: Coronahilfe III |frequenzy: 1
NamedEntity-Miscellanies: Das Jahrzehnt der Frauen |frequenzy: 1
NamedEntity-Miscellanies: X-Akten |frequenzy: 1
NamedEntity-Miscellanies: Verfassung auf der Welt |frequenzy: 1
NamedEntity-Miscellanies: Zeit der Ausgrenzung |frequenzy: 1
NamedEntity-Miscellanies: Sicherheitsgesetz  |frequenzy: 1
NamedEntity-Miscellanies: Beitritt Nordmazedoniens |frequenzy: 1
NamedEntity-Miscellanies: CDU-Helfer |frequenzy: 1
NamedEntity-Miscellanies: Sachen BAMF |frequenzy: 1
NamedEntity-Miscellanies: CDU-Kanzlerschaft |frequenzy: 1
NamedEntity-Miscellanies: Vertrauenserlass  |frequenzy: 1
NamedEntity-Miscellanies: Vergütungsgrundsätzen |frequenzy: 1
NamedEntity-Miscellanies: angeht – Alles gut! |frequenzy: 1
NamedEntity-Miscellanies: Aktenzeichens von Fällen |frequenzy: 1
NamedEntity-Miscellanies: CO2-Armut der Zukunft |frequenzy: 1
NamedEntity-Miscellanies: missbräuchlichem |frequenzy: 1
NamedEntity-Miscellanies: Diesen Impfnachweis |frequenzy: 1
NamedEntity-Miscellanies: Steier und Frau Gohlke |frequenzy: 1
NamedEntity-Miscellanies: Handykarten, Bustickets |frequenzy: 1
NamedEntity-Miscellanies: Beschleunigung von Planungen |frequenzy: 1
NamedEntity-Miscellanies: Sie Max |frequenzy: 1
NamedEntity-Miscellanies: gerechte Mindestlöhne |frequenzy: 1
NamedEntity-Miscellanies: Liebe Frau Bundestagsvizepräsidentin! |frequenzy: 1
NamedEntity-Miscellanies: Tornado-Aufklärungsflugzeuge |frequenzy: 1
NamedEntity-Miscellanies: bestehen;Menschen |frequenzy: 1
NamedEntity-Miscellanies: 7,6 Milliarden |frequenzy: 1
NamedEntity-Miscellanies: Verstoß gegen die Hausordnung haben wir quasi |frequenzy: 1
NamedEntity-Miscellanies: Postkunden |frequenzy: 1
NamedEntity-Miscellanies: Stamp  |frequenzy: 1
NamedEntity-Miscellanies: Geraer Dialog |frequenzy: 1
NamedEntity-Miscellanies: Mindestkurzarbeitergeld |frequenzy: 1
NamedEntity-Miscellanies: Eishockey-WM |frequenzy: 1
NamedEntity-Miscellanies: Schwerbehindertenvertrauensleute  |frequenzy: 1
NamedEntity-Miscellanies: NATO-Außenministertreffens |frequenzy: 1
NamedEntity-Miscellanies: GLOBAL 2000  |frequenzy: 1
NamedEntity-Miscellanies: Intelligenter |frequenzy: 1
NamedEntity-Miscellanies: wir uns Tag für Tag |frequenzy: 1
NamedEntity-Miscellanies: schlafen“ 16 Jahre des Beobachtens |frequenzy: 1
NamedEntity-Miscellanies: Hauses Gelegenheit |frequenzy: 1
NamedEntity-Miscellanies: Die aktuelle Wirtschaftskrise |frequenzy: 1
NamedEntity-Miscellanies: Ihrer Lieben |frequenzy: 1
NamedEntity-Miscellanies: RNA-Impfstoffe |frequenzy: 1
NamedEntity-Miscellanies: Lots of gear |frequenzy: 1
NamedEntity-Miscellanies: hat,80  |frequenzy: 1
NamedEntity-Miscellanies: selbst 2   |frequenzy: 1
NamedEntity-Miscellanies: Rettung der Umwelt |frequenzy: 1
NamedEntity-Miscellanies: Internationalen Transportarbeiter-Föderation |frequenzy: 1
NamedEntity-Miscellanies: Kampf–  |frequenzy: 1
NamedEntity-Miscellanies: Onlinestalking |frequenzy: 1
NamedEntity-Miscellanies: Schwarze Pumpe |frequenzy: 1
NamedEntity-Miscellanies: Bürgerkriegs im Südsudan |frequenzy: 1
NamedEntity-Miscellanies: Massaker in dem Dorf |frequenzy: 1
NamedEntity-Miscellanies: Willst Du |frequenzy: 1
NamedEntity-Miscellanies: AfD Ein Wort |frequenzy: 1
NamedEntity-Miscellanies: Rauchen bei Jugendlichen |frequenzy: 1
NamedEntity-Miscellanies: wir im Jahr 2013 |frequenzy: 1
NamedEntity-Miscellanies: Ajatollah-Regime … |frequenzy: 1
NamedEntity-Miscellanies: Mandats Sea Guardian |frequenzy: 1
NamedEntity-Miscellanies: Der sächsische |frequenzy: 1
NamedEntity-Miscellanies: Jahr Aufenthalt |frequenzy: 1
NamedEntity-Miscellanies: widersprüchlicher |frequenzy: 1
NamedEntity-Miscellanies: Sedalis-Skandal |frequenzy: 1
NamedEntity-Miscellanies: Ukraine-Experte Winfried Schneider-­Deters |frequenzy: 1
NamedEntity-Miscellanies: Tag der Wohnungslosen |frequenzy: 1
NamedEntity-Miscellanies: Rettung die Rettung von Menschenleben |frequenzy: 1
NamedEntity-Miscellanies: Ländern jedes Jahr 1 Milliarde |frequenzy: 1
NamedEntity-Miscellanies: Euro-6-Autos |frequenzy: 1
NamedEntity-Miscellanies: vier Jahre, |frequenzy: 1
NamedEntity-Miscellanies: Gesetzes für Barrierefreiheit |frequenzy: 1
NamedEntity-Miscellanies: ‑rednern |frequenzy: 1
NamedEntity-Miscellanies: Buch Jeremia |frequenzy: 1
NamedEntity-Miscellanies: EWIPA |frequenzy: 1
NamedEntity-Miscellanies: Ein Verlustrücktrag |frequenzy: 1
NamedEntity-Miscellanies: CO2-Emissionsverordnung |frequenzy: 1
NamedEntity-Miscellanies: Champagner |frequenzy: 1
NamedEntity-Miscellanies: Konjunkturprogramms Finanzmittel |frequenzy: 1
NamedEntity-Miscellanies: Ihr Lösungsvorschlag |frequenzy: 1
NamedEntity-Miscellanies: Zeit zur Prüfung |frequenzy: 1
NamedEntity-Miscellanies: Jugendministeriums |frequenzy: 1
NamedEntity-Miscellanies: Wenn Herr Seehofer |frequenzy: 1
NamedEntity-Miscellanies: Unsere alleinerziehenden Frauen |frequenzy: 1
NamedEntity-Miscellanies: schön auf Neudeutsch |frequenzy: 1
NamedEntity-Miscellanies: VS  |frequenzy: 1
NamedEntity-Miscellanies: Zukunft –  |frequenzy: 1
NamedEntity-Miscellanies: Rosa-­Luxemburg-Stiftung |frequenzy: 1
NamedEntity-Miscellanies: Die Position der Vernunft |frequenzy: 1
NamedEntity-Miscellanies: Lockdown-Zeit |frequenzy: 1
NamedEntity-Miscellanies: AfD Doch |frequenzy: 1
NamedEntity-Miscellanies: ASEAN-Ländern |frequenzy: 1
NamedEntity-Miscellanies: BDEW-Vorsitzende Frau Andreae |frequenzy: 1
NamedEntity-Miscellanies: Technikprogramme undGründerförderungen |frequenzy: 1
NamedEntity-Miscellanies: Schreckensszenario |frequenzy: 1
NamedEntity-Miscellanies: Klein-Klein-Aufrechnung |frequenzy: 1
NamedEntity-Miscellanies: Die überfälligen Schritte der Gesetzgebung |frequenzy: 1
NamedEntity-Miscellanies: Gebietstausch |frequenzy: 1
NamedEntity-Miscellanies: Heils Grundrente |frequenzy: 1
NamedEntity-Miscellanies: Steueranteils bei den Stromkosten für alle Beteiligten |frequenzy: 1
NamedEntity-Miscellanies: Sophia-Mandat |frequenzy: 1
NamedEntity-Miscellanies: Züricher Rede |frequenzy: 1
NamedEntity-Miscellanies: Liebe zu Land |frequenzy: 1
NamedEntity-Miscellanies: Tag für Tag für uns ackern |frequenzy: 1
NamedEntity-Miscellanies: Wahlen (Dr |frequenzy: 1
NamedEntity-Miscellanies: Kriegseintritt |frequenzy: 1
NamedEntity-Miscellanies: US-Geheimdiensten  |frequenzy: 1
NamedEntity-Miscellanies: UN-Migrationspakt gestern |frequenzy: 1
NamedEntity-Miscellanies: Nun bin ich |frequenzy: 1
NamedEntity-Miscellanies: Bereichen Information |frequenzy: 1
NamedEntity-Miscellanies: FDP-Familienminister |frequenzy: 1
NamedEntity-Miscellanies: Verkehrslenkungskommission |frequenzy: 1
NamedEntity-Miscellanies: Google-Hangout |frequenzy: 1
NamedEntity-Miscellanies: Cum/Cum- und |frequenzy: 1
NamedEntity-Miscellanies: Entlassmanagements |frequenzy: 1
NamedEntity-Miscellanies: Der Mann mit dem Zollstock |frequenzy: 1
NamedEntity-Miscellanies: OB-Wahlkampfes 2014dem Ortsverband des |frequenzy: 1
NamedEntity-Miscellanies: Gantt-Diagramm |frequenzy: 1
NamedEntity-Miscellanies: 1 Million Festmeter Schadholz |frequenzy: 1
NamedEntity-Miscellanies: verstehen – Ich |frequenzy: 1
NamedEntity-Miscellanies: Fachkräfteoffensive des Bundes |frequenzy: 1
NamedEntity-Miscellanies: Haftungshöchstgrenze pro Versicherung |frequenzy: 1
NamedEntity-Miscellanies: Kreuz um den Hals |frequenzy: 1
NamedEntity-Miscellanies: Herr Dobrindt 2013 |frequenzy: 1
NamedEntity-Miscellanies: Asylmissbrauch-Belohnungsgesetz |frequenzy: 1
NamedEntity-Miscellanies: Wirtschaftserfolg |frequenzy: 1
NamedEntity-Miscellanies: Einzelfall­entscheidungen |frequenzy: 1
NamedEntity-Miscellanies: Botendienstes  |frequenzy: 1
NamedEntity-Miscellanies: G 10-Kommission Ja |frequenzy: 1
NamedEntity-Miscellanies: Steinzeitpatriarchat für Frauen |frequenzy: 1
NamedEntity-Miscellanies: wenden;denn |frequenzy: 1
NamedEntity-Miscellanies: Steuerzahler auf der Tasche |frequenzy: 1
NamedEntity-Miscellanies: Tag nach dem Attentat |frequenzy: 1
NamedEntity-Miscellanies: Gestus der Menschlichkeit |frequenzy: 1
NamedEntity-Miscellanies: Rudern |frequenzy: 1
NamedEntity-Miscellanies: Registers 3 Millionen Euro |frequenzy: 1
NamedEntity-Miscellanies: Lebensmittelrationen |frequenzy: 1
NamedEntity-Miscellanies: Apotheken-Abrechnungsstelle |frequenzy: 1
NamedEntity-Miscellanies: Hände der |frequenzy: 1
NamedEntity-Miscellanies: dem Weltkrieg |frequenzy: 1
NamedEntity-Miscellanies: Armutsrisiko für Kinder |frequenzy: 1
NamedEntity-Miscellanies: Jahr 30 Jahre Mauerfall |frequenzy: 1
NamedEntity-Miscellanies: EU-Afrika-Kommissars |frequenzy: 1
NamedEntity-Miscellanies: Erwerbstätigen dieses Jahr |frequenzy: 1
NamedEntity-Miscellanies: Tatbestand  |frequenzy: 1
NamedEntity-Miscellanies: Innovative Hochschule“ Wie |frequenzy: 1
