NamedEntity-Miscellanies: deutschen |frequenzy: 875
NamedEntity-Miscellanies: Khashoggi-Mords |frequenzy: 1
NamedEntity-Miscellanies: WagnerBÜNDNIS 90 |frequenzy: 1
NamedEntity-Miscellanies: CDU-Lokalblättchen |frequenzy: 1
NamedEntity-Miscellanies: Sympathiebekundungen |frequenzy: 1
NamedEntity-Miscellanies: PISA-Siegerländern |frequenzy: 1
NamedEntity-Miscellanies: Die Kammer |frequenzy: 1
NamedEntity-Miscellanies: Wahlwerbematerial |frequenzy: 1
NamedEntity-Miscellanies: Das verdient unseren Respekt |frequenzy: 1
NamedEntity-Miscellanies: Die Ökosystemleistung des Waldes |frequenzy: 1
NamedEntity-Miscellanies: MDK-Reformgesetz  |frequenzy: 1
NamedEntity-Miscellanies: Fahrzeuges |frequenzy: 1
NamedEntity-Miscellanies: Merkwürdig |frequenzy: 1
NamedEntity-Miscellanies: CETA  |frequenzy: 1
NamedEntity-Miscellanies: Kulturausschusses |frequenzy: 1
NamedEntity-Miscellanies: Peene-Werker |frequenzy: 1
NamedEntity-Miscellanies: Schlussberatung |frequenzy: 1
NamedEntity-Miscellanies: Schön Mund |frequenzy: 1
NamedEntity-Miscellanies: risikoreiches |frequenzy: 1
NamedEntity-Miscellanies: Alters –  |frequenzy: 1
NamedEntity-Miscellanies: Big Mama Angela Merkel |frequenzy: 1
NamedEntity-Miscellanies: GRW-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Hochschul-Bildungs-Report  |frequenzy: 1
NamedEntity-Miscellanies: Risikobewertungsverfahren |frequenzy: 1
NamedEntity-Miscellanies: Konrad-Adenauer-Stiftung |frequenzy: 1
NamedEntity-Miscellanies: EdTech Coaches |frequenzy: 1
NamedEntity-Miscellanies: Jahr gegenüber der „Welt |frequenzy: 1
NamedEntity-Miscellanies: Religion „Take back control |frequenzy: 1
NamedEntity-Miscellanies: 9 550 |frequenzy: 1
NamedEntity-Miscellanies: Buchbranche |frequenzy: 1
NamedEntity-Miscellanies: Lkw-Verkehr |frequenzy: 1
NamedEntity-Miscellanies: müssen – Ja |frequenzy: 1
NamedEntity-Miscellanies: Städtebaus |frequenzy: 1
NamedEntity-Miscellanies: Leadership for Syria |frequenzy: 1
NamedEntity-Miscellanies: Tag der Thüringer Verfassung |frequenzy: 1
NamedEntity-Miscellanies: Haribo-Wesa GmbH  |frequenzy: 1
NamedEntity-Miscellanies: ­Montgelas |frequenzy: 1
NamedEntity-Miscellanies: Mein Europa |frequenzy: 1
NamedEntity-Miscellanies: Niederlage vor Gericht |frequenzy: 1
NamedEntity-Miscellanies: Frieden und die Besinnlichkeit |frequenzy: 1
NamedEntity-Miscellanies: Boden-Boden-Raketen |frequenzy: 1
NamedEntity-Miscellanies: Hintertür am Mindestlohn |frequenzy: 1
NamedEntity-Miscellanies: Bürgschaften des |frequenzy: 1
NamedEntity-Miscellanies: Maßnahmengesetzvorbereitungsgesetze I und II |frequenzy: 1
NamedEntity-Miscellanies: IS-Genozid |frequenzy: 1
NamedEntity-Miscellanies: SPD-Chefin Nahles |frequenzy: 1
NamedEntity-Miscellanies: Mitmachen |frequenzy: 1
NamedEntity-Miscellanies: UN-Staaten |frequenzy: 1
NamedEntity-Miscellanies: Das wollen wir verhindern |frequenzy: 1
NamedEntity-Miscellanies: Das kalte Herz |frequenzy: 1
NamedEntity-Miscellanies: Konsum von Sexdrogen |frequenzy: 1
NamedEntity-Miscellanies: Jahr 20 000 Flüchtlinge |frequenzy: 1
NamedEntity-Miscellanies: Hauses der Geschichte |frequenzy: 1
NamedEntity-Miscellanies: Agenda ganz konkret |frequenzy: 1
NamedEntity-Miscellanies: Unterausschuss Vereinte Nationen |frequenzy: 1
NamedEntity-Miscellanies: Masernschutzgesetz |frequenzy: 1
NamedEntity-Miscellanies: Tarifes |frequenzy: 1
NamedEntity-Miscellanies: Lkw-Maut in Deutschland |frequenzy: 1
NamedEntity-Miscellanies: Konferenz der Bauminister |frequenzy: 1
NamedEntity-Miscellanies: Rüben­acker |frequenzy: 1
NamedEntity-Miscellanies: PETA-Kampagne |frequenzy: 1
NamedEntity-Miscellanies: Meine geschätzten Kolleginnen und Kollegen |frequenzy: 1
NamedEntity-Miscellanies: irischen |frequenzy: 1
NamedEntity-Miscellanies: PCR-Testungen |frequenzy: 1
NamedEntity-Miscellanies: christlichen Glaubens |frequenzy: 1
NamedEntity-Miscellanies: Einführungsgesetz |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Emissionshandel |frequenzy: 1
NamedEntity-Miscellanies: Bundestagswahl gegen |frequenzy: 1
NamedEntity-Miscellanies: jordanischen Grenze |frequenzy: 1
NamedEntity-Miscellanies: Herr Vorsitzender |frequenzy: 1
NamedEntity-Miscellanies: Dublin-System |frequenzy: 1
NamedEntity-Miscellanies: Leyen  |frequenzy: 1
NamedEntity-Miscellanies: Delta-Variante |frequenzy: 1
NamedEntity-Miscellanies: CemLive |frequenzy: 1
NamedEntity-Miscellanies: Rechtsstaats“ Die Krönung von all dem |frequenzy: 1
NamedEntity-Miscellanies: Die Kollegin Saskia Esken |frequenzy: 1
NamedEntity-Miscellanies: Sie Rechnung |frequenzy: 1
NamedEntity-Miscellanies: BZSt |frequenzy: 1
NamedEntity-Miscellanies: Idlib |frequenzy: 1
NamedEntity-Miscellanies: Riester-Förderung |frequenzy: 1
NamedEntity-Miscellanies: System AfD |frequenzy: 1
NamedEntity-Miscellanies: ausländerfeindlichen Vorurteilen |frequenzy: 1
NamedEntity-Miscellanies: Deutschen Journalisten-Verband |frequenzy: 1
NamedEntity-Miscellanies: Europäer” Der französische |frequenzy: 1
NamedEntity-Miscellanies: Shutdown-Krise |frequenzy: 1
NamedEntity-Miscellanies: SARS |frequenzy: 1
NamedEntity-Miscellanies: Kulturgut Buch |frequenzy: 1
NamedEntity-Miscellanies: Mietwohnungsmarkt |frequenzy: 1
NamedEntity-Miscellanies: Verlust der Freiheit |frequenzy: 1
NamedEntity-Miscellanies: Urheberrechtsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Euro über den Sozialstaat |frequenzy: 1
NamedEntity-Miscellanies: bester DDR-Tradition |frequenzy: 1
NamedEntity-Miscellanies: umJüdinnen |frequenzy: 1
NamedEntity-Miscellanies: UNO- |frequenzy: 1
NamedEntity-Miscellanies: moralisches |frequenzy: 1
NamedEntity-Miscellanies: Protokoll 1Anlage 11 |frequenzy: 1
NamedEntity-Miscellanies: Nobelpreisträger für Wirtschaft |frequenzy: 1
NamedEntity-Miscellanies: Ihres Komplettversagens |frequenzy: 1
NamedEntity-Miscellanies: hunderttausendfache |frequenzy: 1
NamedEntity-Miscellanies: Einwanderungsgesetzes -Vizepräsident |frequenzy: 1
NamedEntity-Miscellanies: KI  |frequenzy: 1
NamedEntity-Miscellanies: KSK-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Der Wahn |frequenzy: 1
NamedEntity-Miscellanies: Jahr bei 39 |frequenzy: 1
NamedEntity-Miscellanies: Pflegeperson |frequenzy: 1
NamedEntity-Miscellanies: Mondays for Jobs |frequenzy: 1
NamedEntity-Miscellanies: Dublin-Fälle |frequenzy: 1
NamedEntity-Miscellanies: Das hatte ich vorher |frequenzy: 1
NamedEntity-Miscellanies: Rektor der Soros-Universität |frequenzy: 1
NamedEntity-Miscellanies: Gauck-Behörde |frequenzy: 1
NamedEntity-Miscellanies: WTO-Reform |frequenzy: 1
NamedEntity-Miscellanies: Deutsch-Islamische |frequenzy: 1
NamedEntity-Miscellanies: Gremienfilm |frequenzy: 1
NamedEntity-Miscellanies: mache ich eben alles |frequenzy: 1
NamedEntity-Miscellanies: Abkommen über tiefgreifenden |frequenzy: 1
NamedEntity-Miscellanies: Liste nach dem Unterlassungsklagengesetz |frequenzy: 1
NamedEntity-Miscellanies: Wer sich als Freunde |frequenzy: 1
NamedEntity-Miscellanies: Meine Kollegin Frau Harder-Kühnel |frequenzy: 1
NamedEntity-Miscellanies: Da denke ich ja |frequenzy: 1
NamedEntity-Miscellanies: Abbaus von Lithium |frequenzy: 1
NamedEntity-Miscellanies: Rohstoff-Grabbing |frequenzy: 1
NamedEntity-Miscellanies: Ran an den Speck |frequenzy: 1
NamedEntity-Miscellanies: Rund um den Globus |frequenzy: 1
NamedEntity-Miscellanies: Covid-19-Virus |frequenzy: 1
NamedEntity-Miscellanies: Die Menschenrechtslage |frequenzy: 1
NamedEntity-Miscellanies: KI-Professuren |frequenzy: 1
NamedEntity-Miscellanies: Corona-Warnungen |frequenzy: 1
NamedEntity-Miscellanies: Nord-Süd-Kommission |frequenzy: 1
NamedEntity-Miscellanies: Euro-Kritikern |frequenzy: 1
NamedEntity-Miscellanies: Mein Privileg |frequenzy: 1
NamedEntity-Miscellanies: Güterschifffahrt |frequenzy: 1
NamedEntity-Miscellanies: 14 Jahre |frequenzy: 1
NamedEntity-Miscellanies: vier Jahre beschränkt |frequenzy: 1
NamedEntity-Miscellanies: 80 Mikrogramm |frequenzy: 1
NamedEntity-Miscellanies: Das hieße |frequenzy: 1
NamedEntity-Miscellanies: Massakern  |frequenzy: 1
NamedEntity-Miscellanies: KTCC |frequenzy: 1
NamedEntity-Miscellanies: Schwein der Zukunft |frequenzy: 1
NamedEntity-Miscellanies: Die Eltern |frequenzy: 1
NamedEntity-Miscellanies: Weihnachtsgeld |frequenzy: 1
NamedEntity-Miscellanies: Der Tod des US-Amerikaners |frequenzy: 1
NamedEntity-Miscellanies: EEG-Umlage-Befreiung |frequenzy: 1
NamedEntity-Miscellanies: ist?– Moment |frequenzy: 1
NamedEntity-Miscellanies: Notstandsgesetze |frequenzy: 1
NamedEntity-Miscellanies: schweizerischen |frequenzy: 1
NamedEntity-Miscellanies: Non-ETS-Ziele |frequenzy: 1
NamedEntity-Miscellanies: europäischen Armee |frequenzy: 1
NamedEntity-Miscellanies: CDU-Umweltminister |frequenzy: 1
NamedEntity-Miscellanies: Corona-Aufbaufonds |frequenzy: 1
NamedEntity-Miscellanies: BerlKönig |frequenzy: 1
NamedEntity-Miscellanies: asymmetrischem Krieg |frequenzy: 1
NamedEntity-Miscellanies: sowjetischer |frequenzy: 1
NamedEntity-Miscellanies: Jugoslawien-Krieg |frequenzy: 1
NamedEntity-Miscellanies: LINKEIngrid Remmers |frequenzy: 1
NamedEntity-Miscellanies: Verteidigungstechnologien |frequenzy: 1
NamedEntity-Miscellanies: SPD-Fraktion – |frequenzy: 1
NamedEntity-Miscellanies: Bürgerkriegsland Afghanistan |frequenzy: 1
NamedEntity-Miscellanies: Ihrer Steuergier |frequenzy: 1
NamedEntity-Miscellanies: Kleinschäden |frequenzy: 1
NamedEntity-Miscellanies: Drei-Minuten-Beitrag |frequenzy: 1
NamedEntity-Miscellanies: eSports |frequenzy: 1
NamedEntity-Miscellanies: tagein |frequenzy: 1
NamedEntity-Miscellanies: Protokoll 1Anlage 16 |frequenzy: 1
NamedEntity-Miscellanies: Spaßgesellschaft |frequenzy: 1
NamedEntity-Miscellanies: Planwirtschaft–  |frequenzy: 1
NamedEntity-Miscellanies: CO2-Kreislaufwirtschaft |frequenzy: 1
NamedEntity-Miscellanies: Muttertag |frequenzy: 1
NamedEntity-Miscellanies: Sachverständigenrat |frequenzy: 1
NamedEntity-Miscellanies: Reisepreiserstattung |frequenzy: 1
NamedEntity-Miscellanies: Fußball-WM 2022 |frequenzy: 1
NamedEntity-Miscellanies: FDP-Fraktion Dr  Marcus Faber |frequenzy: 1
NamedEntity-Miscellanies: CSUihre Reden |frequenzy: 1
NamedEntity-Miscellanies: Angriff der USA |frequenzy: 1
NamedEntity-Miscellanies: Ausland-Ausland- |frequenzy: 1
NamedEntity-Miscellanies: Meine Aufforderung |frequenzy: 1
NamedEntity-Miscellanies: Herren – Was |frequenzy: 1
NamedEntity-Miscellanies: Umweltthemas |frequenzy: 1
NamedEntity-Miscellanies: interparlamentarischen |frequenzy: 1
NamedEntity-Miscellanies: Das nur am Rande |frequenzy: 1
NamedEntity-Miscellanies: Die Ermittler |frequenzy: 1
NamedEntity-Miscellanies: CSUGero |frequenzy: 1
NamedEntity-Miscellanies: Berlin 93 |frequenzy: 1
NamedEntity-Miscellanies: Wer sich jetzt |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 2004 |frequenzy: 1
NamedEntity-Miscellanies: raussuchen |frequenzy: 1
NamedEntity-Miscellanies: Hindukusch  |frequenzy: 1
NamedEntity-Miscellanies: Kernbereichen |frequenzy: 1
NamedEntity-Miscellanies: EU-Richtlinie  |frequenzy: 1
NamedEntity-Miscellanies: Guten Tag! |frequenzy: 1
NamedEntity-Miscellanies: Sie Zeit |frequenzy: 1
NamedEntity-Miscellanies: Dauer Frieden |frequenzy: 1
NamedEntity-Miscellanies: Spreader-Events |frequenzy: 1
NamedEntity-Miscellanies: Tag 25 |frequenzy: 1
NamedEntity-Miscellanies: setze ich meine körperliche Unversehrtheit |frequenzy: 1
NamedEntity-Miscellanies: S-Leistungsstufe |frequenzy: 1
NamedEntity-Miscellanies: Starkes-Familien-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: AWACS-Flugzeugen |frequenzy: 1
NamedEntity-Miscellanies: zehn Jahre lang energetisch |frequenzy: 1
NamedEntity-Miscellanies: Einzelplans 07 |frequenzy: 1
NamedEntity-Miscellanies: Buhmännern |frequenzy: 1
NamedEntity-Miscellanies: Arche Noah |frequenzy: 1
NamedEntity-Miscellanies: Elf Aquitaine |frequenzy: 1
NamedEntity-Miscellanies: Hals über Kopf |frequenzy: 1
NamedEntity-Miscellanies: Rahmenpläne  |frequenzy: 1
NamedEntity-Miscellanies: Mad Max Müllers |frequenzy: 1
NamedEntity-Miscellanies: Spritpreise |frequenzy: 1
NamedEntity-Miscellanies: Kurzarbeit 83 Millionen Menschensind |frequenzy: 1
NamedEntity-Miscellanies: BMF Ihre |frequenzy: 1
NamedEntity-Miscellanies: militärpolitische |frequenzy: 1
NamedEntity-Miscellanies: Lockdown-Verschärfung |frequenzy: 1
NamedEntity-Miscellanies: Senckenberg-Institut  |frequenzy: 1
NamedEntity-Miscellanies: lieb­äugelt  |frequenzy: 1
NamedEntity-Miscellanies: Vornean |frequenzy: 1
NamedEntity-Miscellanies: LucassenJens MaierDr |frequenzy: 1
NamedEntity-Miscellanies: Siemens-Telefone |frequenzy: 1
NamedEntity-Miscellanies: sozialer Frieden |frequenzy: 1
NamedEntity-Miscellanies: AfD Konversionstherapien |frequenzy: 1
NamedEntity-Miscellanies: sine |frequenzy: 1
NamedEntity-Miscellanies: CO2-Bilanz  |frequenzy: 1
NamedEntity-Miscellanies: YouTube-Chefin |frequenzy: 1
NamedEntity-Miscellanies: Demokratinnen und Demokraten |frequenzy: 1
NamedEntity-Miscellanies: Baby-Willkommensdarlehen |frequenzy: 1
NamedEntity-Miscellanies: Prof  Dr  Lars Castellucci |frequenzy: 1
NamedEntity-Miscellanies: zehn Jahre ausgelöst |frequenzy: 1
NamedEntity-Miscellanies: Wirecard-Skandals |frequenzy: 1
NamedEntity-Miscellanies: Zweieinhalbfache des Grenzwerts |frequenzy: 1
NamedEntity-Miscellanies: CRISPR-Kits |frequenzy: 1
NamedEntity-Miscellanies: Multilateralism matters |frequenzy: 1
NamedEntity-Miscellanies: Herr Maaßen |frequenzy: 1
NamedEntity-Miscellanies: Hanau–Gelnhausen |frequenzy: 1
NamedEntity-Miscellanies: unterdurchschnittliche |frequenzy: 1
NamedEntity-Miscellanies: Das Gute |frequenzy: 1
NamedEntity-Miscellanies: Gesetz über die Alterssicherung |frequenzy: 1
NamedEntity-Miscellanies: Hartz-IV-Quote |frequenzy: 1
NamedEntity-Miscellanies: Außer-Haus-Verpflegung |frequenzy: 1
NamedEntity-Miscellanies: Das ist schön und hört sich gut an“ |frequenzy: 1
NamedEntity-Miscellanies: Operation Irini  |frequenzy: 1
NamedEntity-Miscellanies: Zahlmeisters |frequenzy: 1
NamedEntity-Miscellanies: Aufstiegs-BaföG |frequenzy: 1
NamedEntity-Miscellanies: SGB XI |frequenzy: 1
NamedEntity-Miscellanies: hörte – Ja |frequenzy: 1
NamedEntity-Miscellanies: NATO-Einsätzen |frequenzy: 1
NamedEntity-Miscellanies: Brandstiftung Terror |frequenzy: 1
NamedEntity-Miscellanies: Das Bildungssystem |frequenzy: 1
NamedEntity-Miscellanies: WillkommBÜNDNIS 90 |frequenzy: 1
NamedEntity-Miscellanies: Long-Covid-Patientinnen |frequenzy: 1
NamedEntity-Miscellanies: rührt mein Herz |frequenzy: 1
NamedEntity-Miscellanies: Shell-Studie |frequenzy: 1
NamedEntity-Miscellanies: Target 2 |frequenzy: 1
NamedEntity-Miscellanies: Anschlag von Dresden |frequenzy: 1
NamedEntity-Miscellanies: Beharren |frequenzy: 1
NamedEntity-Miscellanies: DDR-Staatsbürgerschaft |frequenzy: 1
NamedEntity-Miscellanies: MatschieHilde MattheisDr |frequenzy: 1
NamedEntity-Miscellanies: A400M Die Wehrbeauftrage |frequenzy: 1
NamedEntity-Miscellanies: Buchungsdaten |frequenzy: 1
NamedEntity-Miscellanies: Jahr über freie Kapazitäten |frequenzy: 1
NamedEntity-Miscellanies: Fechner  |frequenzy: 1
NamedEntity-Miscellanies: 60-Minuten-Debatte |frequenzy: 1
NamedEntity-Miscellanies: Zehntelgrad |frequenzy: 1
NamedEntity-Miscellanies: SPD Die Linken |frequenzy: 1
NamedEntity-Miscellanies: Gebildes |frequenzy: 1
NamedEntity-Miscellanies: Die Spannungen |frequenzy: 1
NamedEntity-Miscellanies: AfD Grenzkontrollen |frequenzy: 1
NamedEntity-Miscellanies: hat,– |frequenzy: 1
NamedEntity-Miscellanies: ODA-Ziels |frequenzy: 1
NamedEntity-Miscellanies: Strafzahlungen |frequenzy: 1
NamedEntity-Miscellanies: Luftwaffe |frequenzy: 1
NamedEntity-Miscellanies: DART |frequenzy: 1
NamedEntity-Miscellanies: EU-Etat |frequenzy: 1
NamedEntity-Miscellanies: mich – |frequenzy: 1
NamedEntity-Miscellanies: Jahr der Fall |frequenzy: 1
NamedEntity-Miscellanies: Ratspräsidentschaft  |frequenzy: 1
NamedEntity-Miscellanies: Ehrensold  |frequenzy: 1
NamedEntity-Miscellanies: LINKEAnke |frequenzy: 1
NamedEntity-Miscellanies: Hamburger Senat |frequenzy: 1
NamedEntity-Miscellanies: Jahr haben wir uns |frequenzy: 1
NamedEntity-Miscellanies: Zwei-Welten-Lehre |frequenzy: 1
NamedEntity-Miscellanies: Die Zukunftsfähigkeit Deutschlands |frequenzy: 1
NamedEntity-Miscellanies: EuGH Frau |frequenzy: 1
NamedEntity-Miscellanies: Abschlussprüfern |frequenzy: 1
NamedEntity-Miscellanies: Die Vizepräsidentin |frequenzy: 1
NamedEntity-Miscellanies: Ihres Mitglieds Peer Steinbrück |frequenzy: 1
NamedEntity-Miscellanies: Mister President! |frequenzy: 1
NamedEntity-Miscellanies: Ein Gesetz, das vorgibt |frequenzy: 1
NamedEntity-Miscellanies: Der erste Punkt |frequenzy: 1
NamedEntity-Miscellanies: Leitschnur Ihres |frequenzy: 1
NamedEntity-Miscellanies: Mehrwertsteuer in voller Höhe |frequenzy: 1
NamedEntity-Miscellanies: CO2-Komponente |frequenzy: 1
NamedEntity-Miscellanies: Dr  Tedros |frequenzy: 1
NamedEntity-Miscellanies: 10 Milliarden Euro  |frequenzy: 1
NamedEntity-Miscellanies: Operation Ace |frequenzy: 1
NamedEntity-Miscellanies: Dokumentationspflichten |frequenzy: 1
NamedEntity-Miscellanies: Das sollten wir ihnen |frequenzy: 1
NamedEntity-Miscellanies: Jugendstraftäter |frequenzy: 1
NamedEntity-Miscellanies: Die konventionelle Stromerzeugung |frequenzy: 1
NamedEntity-Miscellanies: Soli-Frage |frequenzy: 1
NamedEntity-Miscellanies: EU-europäische |frequenzy: 1
NamedEntity-Miscellanies: Hitlergruß-Zeigersind |frequenzy: 1
NamedEntity-Miscellanies: Sachverständigenrat für Umweltfragen |frequenzy: 1
NamedEntity-Miscellanies: leben!“,das Projekte für Demokratie |frequenzy: 1
NamedEntity-Miscellanies: Nachhaltigkeitswoche |frequenzy: 1
NamedEntity-Miscellanies: Direktorium |frequenzy: 1
NamedEntity-Miscellanies: deutschen Erwachsenen |frequenzy: 1
NamedEntity-Miscellanies: Einzelplan 11  |frequenzy: 1
NamedEntity-Miscellanies: IM  |frequenzy: 1
NamedEntity-Miscellanies: Bundesregierungdie |frequenzy: 1
NamedEntity-Miscellanies: Fernmeldematerial |frequenzy: 1
NamedEntity-Miscellanies: GOÄ-Leistungskataloges |frequenzy: 1
NamedEntity-Miscellanies: OPAL-Gasleitungen |frequenzy: 1
NamedEntity-Miscellanies: Linux |frequenzy: 1
NamedEntity-Miscellanies: No Future  |frequenzy: 1
NamedEntity-Miscellanies: zypriotischer |frequenzy: 1
NamedEntity-Miscellanies: Die Kleinen |frequenzy: 1
NamedEntity-Miscellanies: Libyen  |frequenzy: 1
NamedEntity-Miscellanies: Ihr Leben |frequenzy: 1
NamedEntity-Miscellanies: NVwZ |frequenzy: 1
NamedEntity-Miscellanies: deutsche Einmarsch |frequenzy: 1
NamedEntity-Miscellanies: Hartz-Gesetzen |frequenzy: 1
NamedEntity-Miscellanies: iPhones |frequenzy: 1
NamedEntity-Miscellanies: Sich-in-die-Tasche-Lügens |frequenzy: 1
NamedEntity-Miscellanies: EEG-Erhöhung |frequenzy: 1
NamedEntity-Miscellanies: Freundes Matteo Salvini |frequenzy: 1
NamedEntity-Miscellanies: DDR Über Nacht |frequenzy: 1
NamedEntity-Miscellanies: 18  Jahrhunderts |frequenzy: 1
NamedEntity-Miscellanies: Bessere Gesetzgebung |frequenzy: 1
NamedEntity-Miscellanies: Publikums |frequenzy: 1
NamedEntity-Miscellanies: Massenproteste |frequenzy: 1
NamedEntity-Miscellanies: Das hilft keinem Tier |frequenzy: 1
NamedEntity-Miscellanies: Die Welle |frequenzy: 1
NamedEntity-Miscellanies: Holocausts |frequenzy: 1
NamedEntity-Miscellanies: Risikoprämien |frequenzy: 1
NamedEntity-Miscellanies: Schneeregen am Vormittag |frequenzy: 1
NamedEntity-Miscellanies: Annex II |frequenzy: 1
NamedEntity-Miscellanies: Ihre Einlassungen bin ich |frequenzy: 1
NamedEntity-Miscellanies: Regelverstößen im Internet |frequenzy: 1
NamedEntity-Miscellanies: BIM |frequenzy: 1
NamedEntity-Miscellanies: Pool für Versorgungsposten politischer Parteien |frequenzy: 1
NamedEntity-Miscellanies: furchtbaren Krieges |frequenzy: 1
NamedEntity-Miscellanies: Mainstream-Medien |frequenzy: 1
NamedEntity-Miscellanies: Jahr 31 |frequenzy: 1
NamedEntity-Miscellanies: chemisch-physikalische |frequenzy: 1
NamedEntity-Miscellanies: X |frequenzy: 1
NamedEntity-Miscellanies: westdeutscher |frequenzy: 1
NamedEntity-Miscellanies: Britische |frequenzy: 1
NamedEntity-Miscellanies: Übersetzung |frequenzy: 1
NamedEntity-Miscellanies: Was du schwarz auf weiß |frequenzy: 1
NamedEntity-Miscellanies: Mein Kollege Bartke |frequenzy: 1
NamedEntity-Miscellanies: Deutsches Haus“  |frequenzy: 1
NamedEntity-Miscellanies: Wertpapiergeschäfte |frequenzy: 1
NamedEntity-Miscellanies: absurd |frequenzy: 1
NamedEntity-Miscellanies: Betriebsverfassungsgesetz |frequenzy: 1
NamedEntity-Miscellanies: Hauses Europa |frequenzy: 1
NamedEntity-Miscellanies: Unser Mitgefühl |frequenzy: 1
NamedEntity-Miscellanies: ökosozialistischer |frequenzy: 1
NamedEntity-Miscellanies: heute;wir |frequenzy: 1
NamedEntity-Miscellanies: Mandatsentwurf |frequenzy: 1
NamedEntity-Miscellanies: Marrakesch  |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2  |frequenzy: 1
NamedEntity-Miscellanies: Ihr Sozialstaatskonzept |frequenzy: 1
NamedEntity-Miscellanies: Kriegsflucht |frequenzy: 1
NamedEntity-Miscellanies: Die Kollegin Ute Vogt |frequenzy: 1
